employee_id,task_id,Task Description,Category,required_skills,employee_skills,skill_match_score,complexity_level,availability,past_performance,suitability_score
E12974,T76995,Design UI,frontend,"['jenkins', 'mysql', 'sql', 'c++', 'terraform', 'selenium', 'xgboost']","['pytest', 'seo', 'catboost']",0.0,2,0.6266409065798194,0.5205932189552368,0.40978616396745493
E81185,T29685,Develop API endpoints,backend,"['aws', 'spark', 'vue', 'javascript', 'jenkins']","['kafka', 'postgresql']",0.0,2,0.6564227558762157,0.5623092546892537,0.34191998296052073
E10037,T49226,Migrate services to Azure,cloud,"['tensorflow', 'azure', 'docker', 'hibernate', 'figma', 'sql', 'gcp']",['scikit-learn'],0.0,3,0.7031313625747395,0.7172735223146605,0.1178947377031494
E21934,T29058,Train NLP models,ai/ml,"['c++', 'figma', 'django', 'LSTM', 'bash', 'react', 'azure']","['IsolationForest', 'spark']",0.0,3,0.650202168293968,0.43947133300376184,0.28158248377838047
E28618,T33679,Optimize cloud costs,cloud,"['java', 'sql', 'mysql', 'html', 'tableau', 'mongodb', 'postgresql']","['kafka', 'microservices']",0.0,3,0.6992835969960203,0.35513784685105976,0.31674901870800887
E66827,T53867,Train NLP models,ai/ml,"['wordpress', 'IsolationForest', 'jira', 'react', 'sap', 'mongodb', 'jenkins']","['terraform', 'xgboost']",0.0,3,0.6698855863584453,0.6199558558068334,0.3204203981601558
E48875,T49598,Develop recommendation system,ai/ml,"['xgboost', 'scikit-learn', 'linux', 'git', 'oracle']","['python', 'numpy']",0.0,2,0.7620179064271941,0.6747574347351784,0.28277420831292494
E33382,T60261,Optimize cloud costs,cloud,"['power bi', 'aws', 'vue', 'git', 'rest api', 'kafka', 'kubernetes']","['aws', 'vue']",0.2857142857142857,3,0.6712600990363643,0.6197227848010867,0.38629110340123773
E10321,T68370,Migrate services to Azure,cloud,"['IsolationForest', 'git', 'tableau', 'terraform', 'prometheus', 'c++', 'pytorch']",['flask'],0.0,3,0.6836784927627807,0.5354739534983614,0.2903058412056852
E33087,T36266,Implement authentication,backend,"['pytest', 'xgboost', 'django', 'prometheus', 'angular']",['figma'],0.0,3,0.659847093100202,0.4257783861750617,0.344289428147991
E34425,T85505,Develop recommendation system,ai/ml,"['azure', 'angular', 'jenkins', 'power bi']",['oracle'],0.0,3,0.6309942420098457,0.4003009692404197,-0.025284930557876034
E50349,T98150,Develop recommendation system,ai/ml,"['jenkins', 'prometheus', 'css', 'salesforce', 'html', 'sql', 'terraform']",['pandas'],0.0,2,0.6916645051349141,0.6640548727342924,0.26760435888852147
E83221,T39530,Design UI,frontend,"['javascript', 'seo', 'kafka', 'oracle', 'git']",['mongodb'],0.0,2,0.5883423554943177,0.645159767175987,0.2785989014717968
E42740,T79426,Implement authentication,backend,"['spark', 'scikit-learn', 'aws', 'salesforce', 'linux', 'oracle']","['xgboost', 'jira']",0.0,3,0.6803745054274322,0.58349080424997,0.1556048041287167
E48198,T68590,Implement authentication,backend,"['gcp', 'git', 'numpy', 'ARIMA', 'bash', 'kafka', 'mongodb']","['tensorflow', 'salesforce']",0.0,3,0.6201396205994275,0.7089079594554202,0.23079533245755937
E28160,T65354,Set up CI/CD pipeline,devops,"['aws', 'spark', 'catboost', 'flask', 'terraform', 'css', 'matplotlib']",['IsolationForest'],0.0,3,0.7846623192868749,0.5039502463850386,0.4005092620363712
E34395,T19655,Train NLP models,ai/ml,"['css', 'sql', 'node.js', 'selenium', 'prometheus', 'postgresql', 'c++']","['xgboost', 'transformer', 'matplotlib']",0.0,2,0.760647348314787,0.6816601836812998,0.3991047033303784
E29577,T49141,Train NLP models,ai/ml,"['salesforce', 'selenium', 'oracle', 'kubernetes', 'figma', 'IsolationForest', 'tableau']",['gcp'],0.0,2,0.6911449947439734,0.6640544509993488,0.22352197465645676
E35627,T70483,Analyze customer churn,data science,"['python', 'bash', 'terraform', 'react', 'scikit-learn']","['matplotlib', 'salesforce']",0.0,3,0.7824494604224465,0.6218487082355808,0.1402058400167071
E41296,T1665,Set up CI/CD pipeline,devops,"['scikit-learn', 'power bi', 'jenkins', 'javascript']","['kubernetes', 'css', 'transformer']",0.0,2,0.7060831428174494,0.5817657981247162,0.28023628302740383
E71042,T63251,Develop API endpoints,backend,"['python', 'postgresql', 'seo', 'selenium', 'pandas', 'power bi']",['spark'],0.0,3,0.6869545578058761,0.40151505763828,0.16245600900683838
E75487,T79000,Design UI,frontend,"['microservices', 'kubernetes', 'spark', 'matplotlib']","['terraform', 'figma', 'sql']",0.0,3,0.6427097096946242,0.7356355851405311,0.27575132283981313
E11715,T45812,Implement authentication,backend,"['tensorflow', 'LSTM', 'wordpress', 'docker']",['microservices'],0.0,3,0.7040586876245155,0.5617665977803761,0.3561386479024814
E93290,T77148,Set up CI/CD pipeline,devops,"['flask', 'mysql', 'node.js', 'selenium', 'pandas', 'figma', 'big data']","['grafana', 'microservices', 'figma']",0.1111111111111111,2,0.6760392602023614,0.6300299524340418,0.3218240864664649
E88607,T64798,Optimize frontend performance,frontend,"['kubernetes', 'transformer', 'mysql', 'figma', 'terraform', 'mongodb', 'linux']",['postgresql'],0.0,2,0.578457261486291,0.689681319845203,0.23827719305770684
E57046,T82339,Perform load testing,testing,"['tableau', 'microservices', 'python', 'spark', 'salesforce']",['mysql'],0.0,2,0.7462888619085102,0.39587299631391615,0.5186229197145301
E57298,T92653,Perform load testing,testing,"['django', 'html', 'docker', 'pytorch']","['ARIMA', 'IsolationForest']",0.0,3,0.7228571454404088,0.5167890799661071,0.2788019106003125
E26950,T63048,Monitor production systems,devops,"['IsolationForest', 'terraform', 'oracle', 'c++', 'mysql', 'hibernate']",['kubernetes'],0.0,3,0.7660667296263717,0.37656542764461687,0.3166022398498741
E30219,T30889,Monitor production systems,devops,"['pandas', 'transformer', 'javascript', 'pytorch']",['figma'],0.0,3,0.7291402595488095,0.5752710762381373,0.18774906960182267
E68266,T95510,Develop API endpoints,backend,"['IsolationForest', 'mysql', 'tensorflow', 'rest api', 'oracle', 'git']","['xgboost', 'salesforce', 'postgresql']",0.0,3,0.6658800777542093,0.4191509206423072,0.08942685180897714
E19904,T13536,Optimize cloud costs,cloud,"['scikit-learn', 'figma', 'ARIMA', 'python', 'tensorflow', 'pytest']","['grafana', 'angular']",0.0,2,0.6680569074885705,0.3652197255341366,0.03604337946275521
E10750,T95792,Train NLP models,ai/ml,"['LSTM', 'matplotlib', 'wordpress', 'IsolationForest', 'flask', 'transformer', 'figma']",['oracle'],0.0,2,0.7215857041815905,0.3742297673621868,0.02843119004394587
E34574,T72007,Optimize cloud costs,cloud,"['power bi', 'css', 'mysql', 'terraform', 'seo', 'node.js', 'javascript']","['prometheus', 'mongodb']",0.0,3,0.6509013962495364,0.6607516348685603,0.6035813506860108
E86817,T6205,Set up CI/CD pipeline,devops,"['azure', 'catboost', 'css', 'docker', 'kafka', 'seo', 'ARIMA']","['numpy', 'angular']",0.0,3,0.6004419686011762,0.4079052881788142,0.07821627478552168
E3019,T27851,Develop recommendation system,ai/ml,"['postgresql', 'pandas', 'bash', 'jenkins']",['flask'],0.0,2,0.7054164434114094,0.6164714322244993,0.046877800502886396
E36631,T18236,Optimize frontend performance,frontend,"['tensorflow', 'scikit-learn', 'java', 'microservices']","['matplotlib', 'spark']",0.0,3,0.6680324998486555,0.595027266158952,0.06936662638306809
E9098,T90081,Perform load testing,testing,"['microservices', 'xgboost', 'flask', 'kubernetes', 'mysql']",['salesforce'],0.0,3,0.7315060365204978,0.663968777287173,0.15525306733210426
E81021,T3347,Train NLP models,ai/ml,"['angular', 'tensorflow', 'LSTM', 'c++', 'xgboost']","['sap', 'python', 'oracle']",0.0,3,0.7652593943779799,0.7474775192182396,0.4054613541304958
E72404,T5778,Implement authentication,backend,"['sql', 'html', 'ARIMA', 'big data', 'sap', 'selenium']","['c++', 'spring']",0.0,3,0.6543883419487417,0.40089690114782606,-0.06086713656925252
E88240,T89137,Monitor production systems,devops,"['angular', 'gcp', 'python', 'hibernate']",['tensorflow'],0.0,3,0.7499022149649052,0.48581648537751254,0.2155634113161794
E18897,T48437,Develop recommendation system,ai/ml,"['c++', 'angular', 'catboost', 'pytorch', 'selenium', 'grafana']","['matplotlib', 'wordpress', 'big data']",0.0,3,0.7772291504209415,0.3514159556105402,0.16317094434752213
E7282,T25153,Implement authentication,backend,"['salesforce', 'rest api', 'kafka', 'css', 'numpy']","['postgresql', 'azure']",0.0,3,0.7125528640566597,0.5031975481432656,0.3626256353704009
E79253,T81762,Develop API endpoints,backend,"['python', 'spring', 'react', 'javascript', 'oracle', 'terraform', 'prometheus']","['linux', 'LSTM']",0.0,3,0.7051060904550349,0.5908062106381643,-0.006616735524113404
E87667,T17082,Monitor production systems,devops,"['matplotlib', 'sap', 'xgboost', 'LSTM']",['IsolationForest'],0.0,3,0.6927657637528971,0.5926858352102937,0.3140419738628353
E69775,T52491,Develop recommendation system,ai/ml,"['python', 'aws', 'mysql', 'bash', 'IsolationForest', 'docker', 'oracle']",['grafana'],0.0,3,0.7454342556987702,0.624786023382921,0.38533224422024953
E48327,T10297,Optimize cloud costs,cloud,"['xgboost', 'jenkins', 'hibernate', 'pandas', 'scikit-learn', 'selenium', 'c++']","['ARIMA', 'postgresql']",0.0,2,0.6822852118862134,0.6922615341522245,0.36525767258820974
E85898,T38454,Optimize frontend performance,frontend,"['numpy', 'mongodb', 'sql', 'transformer', 'rest api', 'microservices']","['terraform', 'pytorch', 'matplotlib']",0.0,2,0.6314177618704202,0.6842863443842286,0.17249057703729842
E8111,T58086,Perform load testing,testing,"['gcp', 'numpy', 'tensorflow', 'jenkins', 'rest api']","['kafka', 'prometheus', 'grafana']",0.0,2,0.6486570583534432,0.538043611496167,0.2562016171671527
E87162,T14149,Implement authentication,backend,"['pytest', 'xgboost', 'figma', 'node.js', 'grafana', 'rest api', 'sql']","['terraform', 'scikit-learn', 'sap']",0.0,3,0.7611818208905402,0.5595572877724461,0.08642724546299302
E73060,T85377,Develop API endpoints,backend,"['kubernetes', 'transformer', 'javascript', 'terraform']","['figma', 'microservices', 'mysql']",0.0,3,0.6569891488440529,0.544015516370819,0.16694608459821852
E92893,T2349,Optimize frontend performance,frontend,"['jenkins', 'grafana', 'java', 'LSTM']",['numpy'],0.0,3,0.7770671416264796,0.5993266795092613,0.3121714290117517
E89220,T37381,Optimize cloud costs,cloud,"['c++', 'scikit-learn', 'git', 'spring', 'mongodb']","['matplotlib', 'IsolationForest', 'tableau']",0.0,2,0.6443399633316379,0.5793253737331352,0.34747237420374133
E72486,T10322,Perform load testing,testing,"['tensorflow', 'numpy', 'java', 'prometheus', 'salesforce']",['spring'],0.0,3,0.7176796285499687,0.6707968465374361,0.27070931151488165
E69034,T64612,Optimize frontend performance,frontend,"['python', 'xgboost', 'oracle', 'mysql', 'linux', 'IsolationForest', 'pytorch']","['javascript', 'rest api', 'postgresql']",0.0,3,0.6457324159731405,0.35284046672124125,0.25915568876312467
E13788,T84238,Train NLP models,ai/ml,"['sql', 'mysql', 'spring', 'rest api']","['terraform', 'hibernate']",0.0,3,0.6901229689129462,0.6425229106232009,0.46983570375620043
E6283,T44715,Migrate services to Azure,cloud,"['xgboost', 'ARIMA', 'git', 'jira', 'javascript']","['pytest', 'spark', 'mysql']",0.0,2,0.747168081865372,0.36878677059541665,0.31266016193805335
E53805,T22140,Implement authentication,backend,"['catboost', 'scikit-learn', 'salesforce', 'css', 'numpy']",['pandas'],0.0,3,0.6507141567393226,0.66079866035307,0.338998011042419
E77138,T65980,Set up CI/CD pipeline,devops,"['selenium', 'jira', 'IsolationForest', 'postgresql', 'sap', 'kubernetes']",['pandas'],0.0,2,0.6728440682076293,0.6413492072710815,0.3741248606858955
E77998,T87190,Implement authentication,backend,"['react', 'hibernate', 'kubernetes', 'wordpress', 'angular']",['gcp'],0.0,3,0.7911329785809283,0.5247250897697298,0.1257560942425569
E50295,T31861,Perform load testing,testing,"['tensorflow', 'javascript', 'java', 'bash', 'spring', 'c++', 'css']","['postgresql', 'sap', 'sql']",0.0,3,0.574661235003972,0.6261063881410336,0.21758483569381468
E99975,T30027,Implement authentication,backend,"['prometheus', 'catboost', 'django', 'flask', 'xgboost', 'aws', 'hibernate']","['power bi', 'wordpress', 'IsolationForest']",0.0,2,0.7066211843503805,0.44926204744678133,0.34215390549339236
E88123,T1335,Develop ML models,data science,"['hibernate', 'mysql', 'c++', 'figma', 'java', 'selenium']","['xgboost', 'tensorflow', 'matplotlib']",0.0,2,0.660938384250059,0.5037633008812545,0.26208054205241854
E24801,T87118,Migrate services to Azure,cloud,"['power bi', 'LSTM', 'jira', 'pytorch']",['hibernate'],0.0,3,0.7058736995623294,0.45339350478301066,0.3454079360436883
E78451,T98156,Automate tests,testing,"['power bi', 'microservices', 'matplotlib', 'selenium', 'scikit-learn', 'transformer', 'git']","['bash', 'jenkins']",0.0,2,0.7575161179052093,0.45995506603187664,0.2051302585646432
E91175,T2173,Optimize cloud costs,cloud,"['vue', 'transformer', 'salesforce', 'LSTM', 'sap', 'jira', 'html']","['bash', 'sql']",0.0,2,0.7728575938660059,0.6869196106356698,0.14572194049792722
E22918,T28864,Develop recommendation system,ai/ml,"['node.js', 'jenkins', 'react', 'IsolationForest', 'pandas']","['rest api', 'selenium']",0.0,3,0.6944042940262444,0.3545974359627564,-0.01914715130307232
E24515,T97509,Implement authentication,backend,"['catboost', 'css', 'wordpress', 'transformer', 'tensorflow']","['node.js', 'aws', 'gcp']",0.0,2,0.6791459256085519,0.6620148708612499,0.31955175986771056
E14754,T92320,Optimize cloud costs,cloud,"['hibernate', 'ARIMA', 'tableau', 'pandas', 'pytorch']",['IsolationForest'],0.0,3,0.6968232426342486,0.4560936846087724,-0.07955029140364522
E22333,T38717,Develop API endpoints,backend,"['catboost', 'linux', 'pytorch', 'prometheus', 'html', 'power bi']","['pytorch', 'docker']",0.14285714285714285,3,0.7078527607066001,0.5894913323269053,0.3571205167329734
E21898,T50192,Design UI,frontend,"['python', 'tensorflow', 'kafka', 'sap', 'transformer']",['power bi'],0.0,3,0.5780965982336823,0.6870280307961746,0.12367509551205932
E93188,T16046,Design UI,frontend,"['spark', 'docker', 'scikit-learn', 'javascript', 'vue', 'salesforce']","['python', 'sql', 'java']",0.0,3,0.7967009597841246,0.7055595125824111,0.5074532941521468
E59093,T74377,Optimize cloud costs,cloud,"['pytorch', 'flask', 'kubernetes', 'jenkins', 'html', 'javascript']",['prometheus'],0.0,2,0.7311599982765137,0.5271168603966999,0.4925830789355204
E60593,T37466,Develop API endpoints,backend,"['kubernetes', 'azure', 'react', 'java', 'rest api']",['oracle'],0.0,3,0.6903885490486186,0.38088050847182997,0.21090754929784522
E63324,T28886,Set up CI/CD pipeline,devops,"['jira', 'seo', 'mongodb', 'big data']",['kubernetes'],0.0,3,0.7279658607492988,0.6523720821657762,0.37222871026357435
E29811,T79368,Develop recommendation system,ai/ml,"['css', 'scikit-learn', 'salesforce', 'kubernetes', 'prometheus']",['microservices'],0.0,3,0.6812422404578434,0.49256744508896977,0.07202212427743165
E48956,T6389,Perform load testing,testing,"['c++', 'wordpress', 'tensorflow', 'big data', 'scikit-learn', 'microservices']","['hibernate', 'oracle']",0.0,2,0.7454069978691548,0.355589321885891,0.4134899515065408
E21224,T77778,Optimize frontend performance,frontend,"['gcp', 'flask', 'bash', 'terraform', 'numpy', 'python']","['c++', 'postgresql']",0.0,3,0.6677538975777149,0.6529922300915894,0.002394611843849259
E65145,T5386,Set up CI/CD pipeline,devops,"['azure', 'mysql', 'java', 'pandas']","['big data', 'selenium', 'jira']",0.0,2,0.6827714673818455,0.5462795102211051,0.234468168893966
E18587,T6380,Design UI,frontend,"['spark', 'xgboost', 'rest api', 'microservices']",['salesforce'],0.0,3,0.6459419036617382,0.47722986142046775,0.2046957933626984
E23189,T13165,Develop API endpoints,backend,"['microservices', 'spring', 'hibernate', 'numpy', 'javascript', 'pytest', 'react']","['prometheus', 'LSTM']",0.0,3,0.711415934282221,0.6788280492379454,0.16015996701074786
E44723,T11408,Design UI,frontend,"['tensorflow', 'kafka', 'IsolationForest', 'spring', 'react']","['seo', 'pytest', 'python']",0.0,3,0.722143860963826,0.5338548624523081,-0.01257701628975022
E8128,T81994,Design UI,frontend,"['hibernate', 'c++', 'LSTM', 'pytorch', 'jira', 'bash', 'ARIMA']","['angular', 'gcp', 'jenkins']",0.0,2,0.6646310210303661,0.6989513653368047,0.5298849048836893
E24375,T64195,Develop recommendation system,ai/ml,"['sql', 'pytorch', 'power bi', 'prometheus']",['scikit-learn'],0.0,2,0.6158957323535391,0.6708610328307978,0.47067989733726945
E59802,T95510,Monitor production systems,devops,"['big data', 'IsolationForest', 'terraform', 'hibernate']","['scikit-learn', 'rest api']",0.0,2,0.6725275150700658,0.6099687613397253,0.20591737208133326
E44749,T58773,Analyze customer churn,data science,"['git', 'seo', 'tensorflow', 'xgboost', 'vue']",['power bi'],0.0,3,0.6563106069344842,0.42881938158903,0.1892026414623823
E74379,T58905,Develop API endpoints,backend,"['git', 'python', 'rest api', 'javascript']","['spring', 'seo', 'big data']",0.0,3,0.6149972504878568,0.4918251358413406,0.2679240138706817
E27890,T65053,Monitor production systems,devops,"['big data', 'tensorflow', 'postgresql', 'pandas', 'matplotlib', 'sql', 'kafka']","['python', 'c++']",0.0,2,0.7499675205688767,0.6083913356915625,0.2745496068656736
E37461,T55799,Design UI,frontend,"['node.js', 'django', 'seo', 'postgresql', 'jira', 'pytest', 'ARIMA']","['grafana', 'git', 'rest api']",0.0,3,0.6337458111772457,0.40600398080560496,0.24096016350657828
E42599,T37297,Perform load testing,testing,"['figma', 'microservices', 'big data', 'spark']","['pandas', 'numpy']",0.0,3,0.743331462467732,0.6809633593181017,0.2881533921279154
E70504,T85682,Design UI,frontend,"['bash', 'microservices', 'linux', 'ARIMA', 'git', 'aws', 'xgboost']","['grafana', 'scikit-learn', 'gcp']",0.0,2,0.7094589000817069,0.36584828945937353,-0.02033136547188813
E80970,T7350,Automate tests,testing,"['pandas', 'flask', 'power bi', 'sql', 'postgresql', 'angular', 'kubernetes']",['sap'],0.0,2,0.7541010476819955,0.5934127189498872,0.18284342569862905
E50673,T28909,Perform load testing,testing,"['wordpress', 'mongodb', 'azure', 'sap', 'sql', 'selenium', 'scikit-learn']","['transformer', 'c++', 'selenium']",0.1111111111111111,3,0.7391581246506584,0.5206427834077265,0.4309965917493089
E51284,T22990,Optimize cloud costs,cloud,"['gcp', 'postgresql', 'kafka', 'xgboost', 'aws', 'mongodb', 'linux']","['catboost', 'tensorflow']",0.0,3,0.7790712615367019,0.7373862690298929,0.4826910993229352
E33818,T40619,Optimize frontend performance,frontend,"['python', 'react', 'linux', 'spark']",['oracle'],0.0,3,0.7195913348211107,0.6558463054735694,0.141072685522677
E77344,T27527,Optimize cloud costs,cloud,"['sap', 'kafka', 'spring', 'gcp', 'sql', 'rest api']",['sql'],0.16666666666666666,3,0.7323838689276677,0.4265725684139381,0.4334577089055723
E51868,T21364,Automate tests,testing,"['jira', 'bash', 'angular', 'gcp', 'tableau']",['IsolationForest'],0.0,3,0.6997430666486272,0.6820551475520971,0.3833830688950296
E65467,T3020,Set up CI/CD pipeline,devops,"['vue', 'wordpress', 'mongodb', 'aws', 'git', 'tableau']","['power bi', 'aws', 'jenkins']",0.125,3,0.7458557381241283,0.675544489731744,0.35114650467468217
E7068,T61712,Develop ML models,data science,"['spark', 'sql', 'big data', 'IsolationForest']",['hibernate'],0.0,3,0.6191302911389547,0.44257925801240106,0.10220256315875015
E1153,T35611,Optimize cloud costs,cloud,"['kafka', 'sql', 'flask', 'gcp', 'pytest', 'salesforce', 'css']","['prometheus', 'figma']",0.0,2,0.6349243201695535,0.7188388914100423,-0.05386109005068784
E1852,T61692,Optimize frontend performance,frontend,"['mongodb', 'pandas', 'IsolationForest', 'tensorflow']","['IsolationForest', 'jira']",0.2,2,0.6668742982360097,0.6450069638167943,0.37221173603205937
E93365,T23480,Automate tests,testing,"['power bi', 'node.js', 'jira', 'linux']","['matplotlib', 'transformer', 'rest api']",0.0,3,0.6921288074082602,0.3580501887782006,0.3875531356762292
E34966,T25473,Train NLP models,ai/ml,"['seo', 'power bi', 'big data', 'mysql']","['mysql', 'catboost', 'pytorch']",0.16666666666666666,2,0.7418701094916965,0.6456533566750526,0.22619525527479042
E63876,T77364,Analyze customer churn,data science,"['java', 'LSTM', 'git', 'javascript', 'linux']","['power bi', 'angular', 'seo']",0.0,2,0.6500302224247413,0.5200907470313345,0.3078102632739672
E25260,T26951,Perform load testing,testing,"['big data', 'oracle', 'tableau', 'postgresql', 'angular', 'mysql']","['vue', 'kafka']",0.0,3,0.7401253184760191,0.7061625918752461,0.250662367663922
E81182,T8631,Perform load testing,testing,"['tensorflow', 'tableau', 'django', 'jira', 'ARIMA', 'grafana']","['css', 'numpy', 'sql']",0.0,3,0.6798634126635826,0.6582701950099078,0.22376028814223278
E99066,T14505,Develop API endpoints,backend,"['microservices', 'LSTM', 'django', 'pytorch', 'aws', 'xgboost', 'catboost']",['angular'],0.0,2,0.6514481095445966,0.4848538683503978,0.41576998561422157
E39063,T64730,Optimize frontend performance,frontend,"['terraform', 'ARIMA', 'azure', 'oracle']","['linux', 'spark']",0.0,3,0.755044779984478,0.5601035177650806,0.06368884018803725
E55288,T17610,Develop recommendation system,ai/ml,"['pandas', 'vue', 'matplotlib', 'microservices']",['azure'],0.0,3,0.6409211157176509,0.5512287314202161,0.14499286177108633
E5855,T57710,Design UI,frontend,"['css', 'vue', 'IsolationForest', 'spring', 'aws', 'kubernetes']",['LSTM'],0.0,3,0.6239209671720773,0.6657995051606018,0.24706400610636461
E47308,T84004,Develop API endpoints,backend,"['hibernate', 'django', 'figma', 'pytest', 'azure', 'spring']","['python', 'seo', 'jira']",0.0,3,0.770252153270559,0.6957042940137019,0.2043689192060376
E88240,T75498,Migrate services to Azure,cloud,"['salesforce', 'figma', 'terraform', 'grafana']","['kafka', 'sql']",0.0,3,0.6612599102759951,0.6693076086928121,0.12393940111658888
E27664,T14405,Develop recommendation system,ai/ml,"['spring', 'LSTM', 'matplotlib', 'selenium', 'kubernetes']","['big data', 'transformer', 'node.js']",0.0,2,0.6562933454862813,0.7228130052572004,0.3620171459771012
E85128,T95578,Design UI,frontend,"['pytorch', 'postgresql', 'oracle', 'node.js', 'css', 'vue']","['matplotlib', 'spark']",0.0,2,0.6533426908637808,0.3789181520950917,-0.18707584522286608
E82631,T19269,Develop API endpoints,backend,"['django', 'react', 'numpy', 'oracle']","['javascript', 'jira']",0.0,2,0.6613198201719186,0.6219613106108671,0.4185197929699602
E4197,T84698,Design UI,frontend,"['jira', 'javascript', 'java', 'catboost']","['big data', 'numpy', 'django']",0.0,3,0.7296784951204411,0.669321651754766,0.16570552730700475
E94227,T58756,Automate tests,testing,"['transformer', 'kafka', 'matplotlib', 'jira', 'hibernate', 'node.js']","['matplotlib', 'rest api', 'microservices']",0.125,2,0.7537114843207698,0.7479537782556865,0.5964596402842655
E19061,T33754,Develop recommendation system,ai/ml,"['tensorflow', 'kubernetes', 'sap', 'css', 'react', 'numpy']",['salesforce'],0.0,3,0.7389622350739875,0.47641078757124333,0.2530424478262709
E48580,T23012,Migrate services to Azure,cloud,"['oracle', 'seo', 'prometheus', 'git', 'pandas', 'scikit-learn', 'bash']","['javascript', 'spring']",0.0,2,0.5953294322990351,0.5456687828919424,0.3032864037382536
E72492,T24940,Set up CI/CD pipeline,devops,"['IsolationForest', 'ARIMA', 'microservices', 'grafana', 'LSTM', 'css']",['mysql'],0.0,3,0.7616331800455349,0.5155149995044326,0.4710005662385415
E77681,T38358,Monitor production systems,devops,"['spring', 'numpy', 'scikit-learn', 'java', 'mongodb', 'kubernetes', 'docker']","['tensorflow', 'jira']",0.0,3,0.6162964856523009,0.6138022205978294,0.2696888150477556
E24036,T67244,Optimize cloud costs,cloud,"['rest api', 'hibernate', 'spring', 'sap']","['scikit-learn', 'azure']",0.0,3,0.6270915641988632,0.4657960100511087,0.2311313580682819
E67672,T67107,Monitor production systems,devops,"['mongodb', 'grafana', 'pandas', 'mysql', 'c++', 'matplotlib', 'kubernetes']",['prometheus'],0.0,3,0.6771137514535827,0.5536897464169798,0.22931867185152027
E25860,T43955,Migrate services to Azure,cloud,"['scikit-learn', 'power bi', 'terraform', 'angular', 'big data']",['sap'],0.0,2,0.6305180301199981,0.5319491430791068,0.21609925083591905
E97751,T77045,Implement authentication,backend,"['git', 'xgboost', 'transformer', 'prometheus', 'catboost', 'aws']",['spark'],0.0,2,0.7699608510219496,0.6768658330522769,-0.03828343121909006
E83035,T83498,Implement authentication,backend,"['linux', 'prometheus', 'terraform', 'docker', 'numpy']",['mysql'],0.0,3,0.7168756639239661,0.5810556988263922,0.1706817681047419
E72946,T55342,Migrate services to Azure,cloud,"['prometheus', 'ARIMA', 'vue', 'react', 'numpy', 'spring', 'postgresql']","['java', 'react']",0.125,2,0.6783665443088324,0.7092501023304485,0.37130963320410987
E11057,T5288,Design UI,frontend,"['jira', 'linux', 'python', 'django']","['tableau', 'salesforce']",0.0,2,0.6936844260847096,0.418738435386546,0.542469727621663
E31579,T42609,Implement authentication,backend,"['css', 'node.js', 'pytest', 'jira', 'bash', 'sql', 'sap']",['big data'],0.0,3,0.6991873743200022,0.634631740933256,0.11491123680427803
E53134,T54608,Develop recommendation system,ai/ml,"['sql', 'terraform', 'scikit-learn', 'react', 'catboost', 'c++']",['css'],0.0,3,0.752491732205625,0.5808003060183619,0.3266258917454936
E69033,T69684,Develop API endpoints,backend,"['terraform', 'c++', 'node.js', 'django']","['ARIMA', 'kafka', 'scikit-learn']",0.0,2,0.6896910595393367,0.4551316878374083,0.49858337731614466
E28074,T61620,Automate tests,testing,"['python', 'vue', 'html', 'sap']","['salesforce', 'spring']",0.0,2,0.7472381859852008,0.6896390206435614,0.3766048188373755
E49356,T84229,Optimize cloud costs,cloud,"['kubernetes', 'aws', 'django', 'wordpress', 'tensorflow', 'power bi', 'java']","['prometheus', 'selenium']",0.0,3,0.7246014043663622,0.6484267347318087,0.4269338309618763
E59255,T3626,Monitor production systems,devops,"['tableau', 'gcp', 'selenium', 'mongodb', 'git']",['tensorflow'],0.0,3,0.6708740305741552,0.5123534842695051,0.26507588876317606
E40384,T13581,Analyze customer churn,data science,"['aws', 'linux', 'gcp', 'tensorflow', 'grafana']",['numpy'],0.0,3,0.6816956196058311,0.5653338594132052,0.32644502849885365
E5962,T6846,Migrate services to Azure,cloud,"['tensorflow', 'prometheus', 'react', 'IsolationForest']",['linux'],0.0,2,0.626056061771035,0.35608638599384745,0.13192969685663453
E25651,T67055,Train NLP models,ai/ml,"['oracle', 'grafana', 'react', 'pytorch', 'spark', 'node.js']",['pandas'],0.0,3,0.708173091872665,0.6624428827281299,0.37845673583732126
E14952,T61929,Analyze customer churn,data science,"['hibernate', 'postgresql', 'angular', 'html', 'ARIMA', 'numpy']","['tensorflow', 'kubernetes']",0.0,2,0.6587112538766965,0.3918141203659512,0.3083456703985703
E66781,T24327,Develop recommendation system,ai/ml,"['wordpress', 'figma', 'transformer', 'tensorflow']","['linux', 'kubernetes', 'java']",0.0,3,0.6202512485369117,0.3856832307083353,0.15813695888393187
E24907,T63906,Optimize frontend performance,frontend,"['django', 'hibernate', 'flask', 'vue', 'big data', 'css', 'mysql']",['angular'],0.0,3,0.7474285357810164,0.39312106070131014,0.3251501987225945
E76536,T39067,Perform load testing,testing,"['tableau', 'ARIMA', 'IsolationForest', 'oracle', 'css']","['catboost', 'big data', 'transformer']",0.0,3,0.7432889633980102,0.41535832574805265,0.047257926587048305
E46743,T74423,Develop recommendation system,ai/ml,"['git', 'gcp', 'bash', 'linux']","['rest api', 'numpy']",0.0,3,0.7327521115732997,0.5973989889307394,0.1351159107291588
